0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0	1604	4111	1345	37	438	1116	0	8461	12529	34	1	7892	2	846	1164	840	892	4265	0	42974	660	5538	922	111	40	164	13	6366	71	1503	1	421	1377	24	2153	0	1	19021	2	121	3	34836	145	284	12625	61590	328	0	253
0	49	81	13	12	0	6	0	63	177	2	0	78	0	9	19	3	15	93	0	537	53	15	140	53	0	10	1	146	4	33	0	1	83	2	35	0	0	190	0	0	0	792	1	15	39	1708	14	0	5
0	836	113	66	0	0	69	0	455	852	1	0	38	0	57	10	3	45	243	0	2412	38	428	116	9	1	4	1	1173	2	124	0	46	618	1	429	1	0	651	0	0	0	3848	7	367	38	6936	9	0	14
0	77	293	102	2	28	243	0	504	701	0	0	448	1	33	565	5	138	839	0	10395	68	101	1677	122	6	595	0	582	10	252	0	235	1570	6	348	0	0	1632	0	0	0	2908	7	14	550	2704	9	0	7
0	4	16	10	0	8	177	0	71	81	0	0	28	0	3	99	0	9	39	0	993	9	8	813	36	0	0	0	151	0	23	0	3	50	0	19	0	0	112	0	0	0	394	0	1	76	332	0	0	0
0	0	7	1	0	0	4	0	3	7	0	0	4	0	1	0	20	0	10	0	170	2	1	0	0	0	2	0	6	6	1	0	1	0	0	4	0	0	23	0	0	0	19	0	0	16	151	0	0	0
0	7	34	5	0	1	31	0	40	37	0	0	27	1	4	28	4	10	49	0	1912	6	3	28	8	13	20	0	25	2	15	0	7	9	0	34	0	0	100	0	0	0	152	1	3	76	1034	0	0	2
0	1	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	0	7	1	14	0	0	1	17	0	0	0
0	4	1334	179	3	42	560	0	9	665	1	0	408	2	145	1036	1	305	2072	1	11794	109	836	4298	736	29	216	3	457	24	4177	3	771	2747	38	16	0	0	3	9	0	1	5230	10	35	867	679	0	0	51
0	95	1285	46	7	64	385	1	127	608	0	0	1204	2	102	276	0	139	699	0	7933	74	46	212	15	13	75	0	351	21	133	0	59	107	8	45	0	0	1122	3	26	0	2172	5	23	773	5875	46	0	59
0	23	966	195	13	42	178	0	313	3150	2	0	175	3	225	126	0	202	1934	0	6688	530	20	704	3	2	26	3	1664	1021	528	0	134	245	4	147	0	0	2249	1	5	1	8152	12	35	771	1753	60	0	62
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
0	12	71	9	0	5	31	0	34	222	1	1	21	0	21	18	0	26	152	0	1104	14	1	22	0	1	6	4	35	4	34	0	18	4	2	16	0	0	433	0	0	0	752	3	2	138	635	5	0	11
0	90	203	97	3	3	33	0	104	927	0	0	1002	0	26	101	0	48	474	0	2936	244	74	332	16	5	25	0	1396	7	304	0	39	4576	125	84	0	0	1026	0	0	0	2751	3	13	219	3342	9	0	9
0	7	2	2	0	0	0	0	2	47	0	0	5	0	1	1	0	5	7	0	27	5	2	2	0	0	1	0	43	1	1	0	0	16	34	6	0	0	21	0	0	0	98	0	7	3	137	2	0	1
0	6	211	8	8	22	57	0	7	123	1	0	6	1	11	15	0	17	387	0	1646	425	0	26	2	0	2	0	54	13	73	0	15	8	30	8	0	0	87	0	11	0	1078	0	25	149	656	0	1	5
0	0	146	0	0	2	1	0	1	203	0	0	1	0	59	0	0	11	10	0	27	0	1	2	0	0	2	3	5	1	21	0	3	0	0	2	0	0	0	2	0	1	108	0	1	2	3	4	0	39
0	0	30	1	0	2	4	0	0	4	0	0	5	0	0	4	0	1	86	0	95	3	6	17	0	0	4	0	3	0	45	0	0	4	0	0	0	0	40	0	0	0	15	0	0	10	69	1	0	0
0	17	3740	48	10	765	1145	0	47	624	1	0	171	4	236	490	0	358	2988	0	27302	46	543	1211	118	45	230	3	64	34	656	0	227	379	8	9	0	0	0	0	0	0	1266	13	15	8491	3027	22	0	124
0	2	1003	21	5	26	179	0	8	349	2	0	31	0	69	122	0	82	1942	0	2626	43	149	494	30	9	45	0	270	59	664	0	81	207	3	3	0	0	19	0	0	0	785	5	5	496	370	6	0	24
0	0	20	9	0	0	0	0	1	29	0	0	0	0	10	0	0	8	6	0	4	0	0	0	0	0	0	1	199	0	4	0	0	0	0	0	0	0	0	0	0	0	1803	1	4	1	19	0	0	2
0	2	138	4	2	18	20	0	2	42	0	0	7	0	18	14	0	8	155	0	497	2	30	56	2	1	4	1	35	12	139	0	15	18	3	1	0	0	24	0	0	0	195	1	0	16	157	1	0	24
0	661	6913	851	69	741	1741	1	2092	4988	19	0	2445	13	875	1852	13	1079	10903	1	34362	1107	1298	5012	369	62	413	6	6621	515	7086	3	802	1841	53	625	576	438	10591	10006	110	1622	30472	109	183	4728	29379	813	0	161
0	0	10	15	0	0	0	0	0	28	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	408	2	0	2	16	0	0	0
0	6	58	1	6	7	14	0	13	28	0	0	8	0	9	36	2	4	86	0	433	54	10	65	2	0	3	1	65	4	58	0	4	56	4	10	1	3	18	13	0	12	214	0	5	21	523	6	0	3
0	262	286	108	0	57	134	0	2147	1160	0	0	1110	0	58	40	1	71	170	0	15841	109	9	38	0	3	6	0	317	2	89	0	51	42	2	344	0	0	2247	0	4	0	2683	13	8	3364	11806	25	0	8
0	46148	2796	1646	49	92	1316	1	6660	10173	28	11	875	5	1188	1786	49	1189	4355	1	21974	298	7184	6332	982	169	1407	16	8087	153	7581	2	459	2568	75	337	4	2	1244	15	4	6	26623	71	227	2329	6280	42	0	207
0	26	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	1837	15	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	12	35	0	1	4	2	0	16	10	0	0	5	0	1	0	0	2	41	0	299	2	1	4	0	0	0	0	14	0	1	0	4	3	1	7	0	0	303	1	83	0	179	0	4	9	262	3	0	6
