盘锦	912	0
石狮	341	1
直销	6	316
内江市	2159	0
百货	43	309
扬中市	1200	0
白银	1599	1
盛源	222	0
石业	2	551
石狮市	1000	0
矿业	33	1124
石厂	0	1258
石化	117	156
砂厂	0	488
矿厂	0	497
砖厂	3	1016
皇明	240	1
省委	2	2061
男队	0	228
眉山	697	1
睢县	209	0
桂林市	6038	0
盘县	294	0
直销店	0	288
盂县	560	0
盛世	810	15
电脑	205	405
番禺	396	7
盛大	242	4
盐城	3665	5
遵化市	256	0
香河县	463	2
白云	249	0
通州市	672	0
甘肃	17816	4
皮业	2	418
电站	1	491
磐安县	540	0
直销处	0	1254
男排	0	310
画廊	0	468
梅州市	2858	0
办事处	2	77459
技术学校	1	694
琴行	1	577
电台	1	728
用品	5	1078
电厂	2	1067
电力	164	49
电器	78	1140
电信	91	266
琼海	283	0
电子	366	2035
国际部	0	687
国防部	49	218
热电厂	4	374
肉联厂	1	482
通山县	322	0
瓦厂	0	270
曲阜市	527	0
瓷业	0	277
玻璃	129	85
瓷厂	0	1209
瑞安	751	1
玉环	1477	2
瑞士	564	0
环球	1095	5
珠海	18866	30
检察院	0	1413
瑞典	272	1
王氏	386	1
理想	218	2
大埔县	875	0
大城县	1070	0
玉林	767	3
瑞丰	316	1
王子	204	1
养殖场	4	9101
环宇	665	4
濮阳市	6395	1
奉化市	1692	0
现代	693	10
桃江县	840	0
环保	153	61
玩具	169	764
濮阳县	913	1
猪场	0	377
猪业	0	280
献县	440	0
物流	66	638
益阳市	2659	0
停车场	1	280
灯饰	15	274
煤矿	29	1532
分宜县	442	0
特区	13	270
遵义市	374	0
煤炭	224	14
牧业	7	1229
物业	24	341
大姚县	249	0
濮阳	1466	0
照明	33	221
澳门	1422	3
兰溪市	1174	0
株洲市	6964	0
株洲县	213	0
梧州市	3787	0
煤场	1	265
黑龙江省	16757	2
如东县	309	0
大兴安岭	518	0
煤厂	0	1609
煤业	9	350
曾都区	1358	0
焦厂	0	276
焦作	2106	2
纸行	0	208
聊城	4651	4
绿色	603	0
壶关县	483	0
股份	5	286
网络	384	387
肥城	483	0
胶业	1	248
联想	348	2
翁牛	611	0
胜利	1525	3
肇庆	712	1
塑料厂	1	16262
经销	9	1728
胶厂	0	407
国贸部	0	491
制作室	0	325
绵阳	1209	2
凉山州	377	0
郁南县	539	0
全椒县	241	0
美丽	596	7
美业	14	191
网店	69	696
美国	10202	8
有限公	0	375
光泽县	631	0
经理	3	269
绿源	269	1
耀县	333	0
翔宇	202	2
红十字会	3	300
纺织	88	122
纽约	339	0
联兴	216	1
组织	0	4735
联合	701	18
衢州市	4534	2
经营	50	96114
联创	261	3
农技站	0	235
精诚	410	1
牡丹江	3145	0
曲靖市	1683	0
纸业	23	3188
研究会	0	602
绍兴	5628	6
经典	202	11
维修	13	974
制作部	0	743
纸厂	2	2033
绣坊	0	213
研究室	0	956
软管厂	0	320
编厂	0	339
绥化	243	3
禄丰县	250	0
纪委	1	735
绵厂	0	474
置业	5	281
研究所	3	20380
网厂	0	462
怀远县	998	0
红旗	238	1
红星	442	2
红日	211	0
制刷厂	0	1036
粮站	0	1641
杂货店	2	382
桃源县	1021	0
精品	244	115
米业	0	492
邢台县	293	0
直销部	0	1004
核电站	0	248
太仓市	1115	0
精工	207	18
分公司	1	155089
糖厂	0	447
邢台市	3777	0
粮店	0	1065
粮库	0	541
梅江区	380	0
私营	132	136
管业	5	490
大丰市	973	0
专科学校	0	283
外交部	71	572
辽源市	317	0
党支部	0	363
林西县	222	0
神龙	234	2
大会堂	0	1182
科达	234	2
侯马市	801	0
慈溪市	8254	0
章丘	335	0
大冶市	234	0
福清	240	1
空军	170	118
朝阳市	3121	1
固镇县	298	0
大使馆	1	403
科技	193	3530
团风县	240	0
第九	252	0
第二	212	10
信阳市	2184	0
邵东县	441	0
私人	197	4
种业	1	330
shanghai	213	0
祥和	258	1
神华	221	0
祁县	400	0
礼品	48	268
祥云	224	0
舒城县	921	0
科委	2	218
福建	26602	16
福州	26428	18
科协	2	286
辰溪县	207	0
朝阳县	847	0
出口部	0	1285
私厂	0	704
福大	246	3
神州	600	1
昆明市	3747	2
宜昌县	247	0
西部	398	9
旅游局	0	329
议会	0	1077
宜昌市	7903	1
沁阳市	1920	1
记协	0	225
北票市	261	0
晋州市	682	0
诚信	2310	9
装饰	61	624
制钉厂	0	223
西藏	2812	2
吉安市	333	0
台州市	13069	0
衡阳	2208	3
沈阳市	9074	2
西安	30286	27
西宁	5505	5
宜春市	234	0
湖州市	1663	1
襄樊	1501	0
沅陵县	357	0
设计	59	577
白银市	830	0
越南	554	3
贵州	22019	6
普宁市	590	0
赤峰	4000	1
赣州	979	1
货栈	0	220
贸易	107	1167
足协	0	459
制造部	0	226
台山市	592	0
资兴	317	0
翁源县	604	0
山东省	28632	3
许昌	2690	1
经贸委	4	726
象山	497	1
海盐县	632	0
设备	17	758
计委	2	756
清新县	640	0
诸城	358	1
远东	562	4
达县	560	0
江阴市	6414	1
运动	46	200
高平市	305	0
南海市	1110	0
新沂市	477	0
资阳	340	0
江门市	16266	4
超越	471	0
新河县	207	0
代表大会	0	552
辉县	213	0
密山市	1208	0
足联	0	211
车业	2	720
高州市	555	0
软件	37	208
贵阳	7149	12
句容市	369	0
马来西亚	267	0
制造厂	0	17454
统计局	1	401
发展部	0	377
温州市	12485	0
涟源市	631	0
货运	28	677
经贸部	1	342
织造厂	0	1312
南江县	303	0
石河子	1170	1
汽配部	0	255
汤阴县	251	0
超市	23	7398
宿州市	3471	1
辽阳	5610	1
通讯	43	676
网络部	0	1017
温岭市	2923	0
富平县	202	0
金华	3926	7
金利	237	1
酒家	1	305
酒店	53	6133
无棣县	302	0
车间	1	579
车队	0	267
酒厂	2	4823
鄂州	608	0
通用	379	11
郴州	1693	1
邹平	631	0
安新县	202	0
郑州	33874	38
酒业	5	1507
配件	6	569
双峰县	817	0
叶城县	221	0
轮胎	84	187
郧县	690	0
郏县	375	0
印染厂	0	359
车站	6	215
远洋	234	3
邢台	5102	4
辽河	222	0
。。。	269	120
遂宁	242	0
辉煌	706	4
通州	243	0
遵义	515	1
道县	336	0
汽配厂	0	552
通化	383	0
远大	586	2
选厂	0	321
达州	349	0
通信	85	209
辽宁	19290	15
运城	1213	0
舰店	0	546
花厂	0	308
苍南	1310	1
宝清县	381	1
苗圃	5	2278
花店	1	525
英国	1630	1
茂名	1337	1
范县	714	0
茶业	2	898
茶厂	0	2087
苏州	35249	47
茶场	0	436
药业	9	2105
腾达	651	10
芜湖	1893	1
荣县	755	0
荷兰	319	0
荣华	201	0
药厂	2	293
联盟	86	1174
百货店	1	771
联社	0	235
卫生站	0	523
昆山市	4285	0
化肥厂	4	483
张家口市	4853	0
温宿县	307	0
高密市	750	2
联合会	0	996
船厂	1	296
联邦	326	289
联通	288	110
联合国	2101	0
航天	387	2
舟山	541	1
蒲县	203	0
菏泽	4190	5
蒙古	259	0
莆田	6000	1
蓝天	880	3
茶行	0	851
肇东市	307	1
卫生室	0	830
莱芜	2469	2
蔚县	455	0
蓝星	273	1
晋城市	2936	0
荆门	881	1
联合社	0	599
经营处	0	1678
腾飞	887	4
芷江	210	0
莘县	206	0
荆州	1387	2
经营店	0	683
茶店	0	217
茶庄	2	1461
莒县	1686	1
经营户	0	548
腾龙	332	1
药房	0	1938
营业	6	212
药店	2	4946
自贡	2037	0
荣成	295	1
南皮县	595	0
萍乡	272	1
萧县	554	0
营口	1727	0
博白县	953	0
莱州	736	2
湖北省	15709	0
绣花厂	0	780
安理会	88	670
江都市	1970	0
湖南省	16716	1
宁波市	13981	1
罗田县	499	0
宁津县	585	0
蚌埠	5564	2
经营者	0	315
客服部	0	554
周口市	1004	1
剑阁县	1757	0
绥芬河	205	0
经营部	2	106515
宁海县	1888	0
莱阳	324	0
藤县	572	0
蓝色	238	0
蓬莱	238	0
博物馆	1	362
齐齐哈尔	2442	0
营销	23	205
深州市	485	0
衡水	7058	0
新昌县	580	0
渭南市	964	2
浠水县	909	0
衣店	2	309
宿松县	450	0
衢州	3354	6
装饰部	0	1058
淮安市	11048	1
浦江县	1561	0
西北	923	1
西南	638	4
济源市	2332	0
浙江省	19599	2
湘乡市	664	0
蠡县	326	2
宣汉县	456	0
博爱县	620	0
袜厂	0	423
袜业	3	1149
衢县	570	0
羽绒厂	0	246
飞达	421	1
高原	106	283
飞跃	279	1
涂装厂	0	231
制药厂	0	1194
政治局	0	2559
高密	229	1
昌吉市	623	0
绵阳市	813	0
香港	35798	164
香河	341	1
顺通	202	2
顺达	625	5
飞翔	492	0
巴勒斯坦	391	0
顺风	221	1
研发部	0	751
湛江市	7651	2
飞龙	436	0
首钢	236	8
滕州市	2092	0
揭阳市	3659	0
加盟店	0	364
首都	361	1
晋中市	203	0
射洪县	582	0
施工队	1	589
张家港市	5533	0
政治部	0	224
连云港市	6142	0
鸿兴	250	1
鸿发	301	0
南平市	4285	0
内销部	0	438
昌图县	833	0
敖汉旗	272	0
鹰潭	386	1
滁州市	2875	2
即墨市	390	0
黄岩	742	2
黄山	2426	3
南宫市	1345	0
鸿泰	244	1
人民法院	4	1735
屠宰场	1	207
黑厂	0	229
鹤山	245	0
鹤岗	658	0
南安市	724	0
南宁市	5303	2
黄冈	384	1
醴陵市	377	0
鹤壁	1085	0
石家庄	24420	31
淀粉厂	0	472
鸿图	216	1
设备部	0	356
鼎盛	368	1
砀山县	727	1
鸿达	427	2
鸿运	624	2
双代店	0	217
黄石	457	2
龙岩	1628	0
鸡西	847	0
黑河	279	0
共青团	426	10
鹏程	543	1
黄河	558	3
龙口	382	1
黎明	214	3
医学院	1	264
龙翔	268	3
麒麟	250	2
明光市	948	0
麻阳	215	1
shenzhen	382	0
设备厂	0	29713
龙海	232	3
龙泉	303	1
龙游	662	0
鹏飞	306	0
胶州市	263	0
泗阳县	873	0
富源县	441	0
齐鲁	444	0
酒泉	486	1
金山	389	7
重庆	42274	20
金川	358	0
金店	2	380
金城	280	3
连锁	11	365
通道	345	2
酒楼	0	1166
通辽	266	1
通达	639	12
文安县	1161	4
金昌	583	0
金星	362	1
金德	262	0
肇州县	223	0
金泰	271	1
金海	261	2
邯郸	3522	0
酿酒厂	0	438
金源	520	2
启东市	763	0
金桥	266	2
邵阳	540	1
金盛	256	1
老河口	203	0
部门	0	3826
部队	2	491
秦皇岛市	7361	0
凤阳县	618	1
金色	300	0
金辉	333	0
金诚	266	1
采购	32	331
金鑫	682	5
尤溪县	930	0
合作社	0	11024
经销商	0	450
金马	246	1
北流市	1683	0
金龙	619	3
金鼎	273	2
金鹏	257	1
经销处	0	18609
北海市	2353	0
凯里市	638	0
钢厂	3	1599
铝业	9	797
南昌市	2950	1
鑫宇	223	0
铁厂	2	504
合作部	0	294
锁业	2	403
铝厂	2	358
滦南县	344	0
钦州	622	0
鑫旺	216	0
销售	85	3218
铁岭	2314	0
鑫源	863	1
银川	5443	3
鑫海	243	0
鑫泰	236	1
铜川	395	1
长兴	1119	1
清流县	273	0
长乐	327	0
肇庆市	1292	0
鑫盛	317	1
锦州	1864	2
长城	1228	25
银河	452	1
河间市	408	0
长安	435	6
门业	2	1749
饮食店	0	228
铁矿	13	343
镇江	8707	6
鑫鑫	681	0
鑫隆	271	1
鑫达	454	1
锦程	204	1
清水县	204	0
门市	2	4254
长江	1277	3
长沙	20962	23
经销部	0	18837
长治	1130	1
洗衣店	0	276
长春	3565	5
阳光	2186	21
雅安	344	0
铜陵	2203	0
沭阳县	2200	0
阳泉	1404	0
阳江	605	0
养鸡场	1	212
陈氏	327	0
长葛	234	0
随州	791	3
鑫龙	211	1
集团	10	42892
新化县	786	0
清河县	1176	0
销部	0	206
雄县	1256	0
新加坡	916	2
铁路	83	318
防总	0	288
监督局	0	263
阜新	3229	1
铁通	209	5
铁道	376	0
揭西县	268	0
银行	8	5080
青岛	62975	42
霸州	315	1
陶瓷	64	142
非凡	236	0
青县	759	0
鞋业	18	3557
台前县	483	0
隆昌	272	1
长虹	318	10
靖江	666	1
宜章县	232	0
陕西	28110	3
韩国	3309	2
阳谷	255	1
音响	20	270
鞋店	2	760
韶关	1499	2
鞍山	4026	3
攀枝花	289	0
胶南市	233	0
制衣厂	0	6194
靖州	259	0
青州	780	1
顺兴	250	0
顺发	611	3
监理站	0	250
青海	7750	4
非洲	265	0
阜阳	326	0
零部	0	228
青藏	287	0
餐厅	0	836
飞天	213	1
顺昌	203	2
食品	137	257
顺德	1991	6
饰品	54	234
鞍钢	495	0
香厂	0	244
鞋行	3	235
靖远	206	0
青铜	720	0
飞扬	308	6
饭店	4	2475
乡镇企业局	0	204
杭州市	3337	0
南京市	3030	1
孝义市	233	1
略阳县	309	0
澄城县	380	0
曲沃县	432	1
南乐县	565	0
潜山县	717	1
曲江县	517	0
罗定市	1077	0
潮安县	2187	0
子公司	0	262
鄢陵县	613	0
加拿大	1041	1
杂志社	1	564
时装店	1	353
公证处	0	233
新郑市	215	0
省政府	1	317
内衣厂	0	672
包头市	12943	0
来安县	412	0
制片厂	0	214
大酒店	0	1428
繁育场	0	333
罗平县	360	0
出版署	0	226
大通县	233	0
大连市	2533	1
林口县	448	0
加工部	0	1999
漳平市	817	0
北京都	244	0
机床厂	1	1243
北京鑫	1023	0
清苑县	216	0
漳州市	7053	0
出版社	0	2763
北京鹏	339	0
外贸部	1	7356
内蒙古	20790	2
太谷县	265	0
元谋县	281	0
海门市	862	0
村委会	4	2783
夏邑县	262	0
旅行社	2	3836
分理处	0	278
加油城	0	228
内贸部	6	639
化州市	322	0
旺苍县	661	0
装璜部	0	351
平分公司	0	204
宁化县	427	0
十堰市	1737	0
化工厂	7	14746
林业局	23	1406
朔州市	1242	0
制管厂	0	294
眉山市	1089	1
张家界市	689	0
电镀厂	0	1100
潍坊市	3360	1
新西兰	204	1
加油站	3	17666
海运部	0	224
加油点	0	540
浏阳市	614	0
采石厂	0	626
襄樊市	813	0
化工部	43	376
宝丰县	426	0
limite	0	818
湘潭县	1096	0
奥运会	2	340
滨州市	2431	0
湘潭市	5386	0
白灰厂	0	294
洛阳市	4965	2
太阳能	229	306
红河州	391	0
南充市	1780	0
安乡县	508	0
安丘市	746	1
化妆品	124	513
襄汾县	630	0
博兴县	614	0
安仁县	424	0
外销部	0	524
驻马店市	599	1
澳大利亚	577	0
人民政府	0	885
印刷厂	2	13878
线材厂	0	501
洪雅县	327	0
天长市	3988	2
化学厂	1	480
景泰县	404	1
南召县	211	0
统战部	8	467
溆浦县	430	0
宣城市	284	0
宁安市	909	0
南斯拉夫	348	0
翼城县	477	0
纺织厂	3	2189
盐城市	4908	1
冶炼厂	4	1645
潜江市	1300	0
高阳县	406	0
孟州市	1063	0
收购部	0	626
灌南县	533	0
金湖县	277	0
邯郸县	469	0
机修厂	0	279
邯郸市	9404	1
纤维厂	0	516
安国市	320	0
宁城县	494	0
服务站	0	6385
服务社	0	1885
宁国市	397	0
宣化县	438	0
邵阳市	1314	0
盐山县	498	0
绵竹市	220	0
晋江市	1557	0
马龙县	257	0
服务队	0	451
组织部	0	507
新绛县	498	0
服务部	0	22183
办公厅	0	1086
渠道部	0	545
制帽厂	0	271
办公室	4	6459
涿鹿县	376	0
宣传部	0	684
金牛区	402	0
高邮市	1024	0
服务处	0	771
邵阳县	220	0
六盘水	801	0
安吉县	1295	0
宜兴市	4293	0
安化县	634	0
鲁山县	409	0
经理室	0	218
解放军	753	932
清华大学	464	13
驻马店	261	0
北京仁	256	0
农科院	7	212
北京市	84767	1
监利县	867	0
安徽省	19274	0
登封市	348	0
孝昌县	411	0
漯河市	2587	0
教育部	135	83
日照市	5211	0
加工厂	9	61704
衡阳县	217	0
宝应县	809	0
金昌市	861	0
清远市	2779	0
寿光市	1027	1
北京大学	468	4
加工场	1	1654
北京大华	215	0
定州市	367	0
威远县	1059	0
锡林浩特市	592	4
北京路	319	0
景德镇	447	2
安平县	5604	1
马鞍山	1806	1
安庆市	5273	0
西班牙	413	0
宁德市	1161	0
安康市	958	0
纸管厂	0	224
潮州市	9619	1
满洲里	271	1
郧西县	364	0
高要市	813	0
宣威市	319	0
衡阳市	4088	0
宜宾县	357	0
宜宾市	2396	0
经理部	0	1436
安岳县	589	0
甘谷县	256	0
美容院	1	270
新华书店	27	606
孝感市	1511	0
新田县	225	0
电视台	2	2047
市场部	0	26271
汽修厂	1	974
设计所	0	270
汤原县	266	0
设计室	0	872
拉萨市	258	0
赤壁市	1035	0
山西省	16230	0
贵州省	5650	0
高级中学	2	368
铁路局	2	244
平乡县	458	1
电缆厂	3	1319
陆川县	364	1
水城县	319	0
永城市	362	0
赤城县	202	0
甘肃省	4579	0
石家庄市	8320	3
汕头市	18517	1
嘉峪关市	203	0
广东省	28681	1
售票处	0	233
汉寿县	440	0
永州市	1663	0
抚远县	210	0
平凉市	709	0
常委会	1	4613
幼儿园	5	1049
永定县	817	0
广元市	2649	0
阳山县	508	0
永安市	1607	0
岳西县	421	0
平南县	243	0
沂南县	576	0
compan	0	239
汝城县	224	0
长沙市	7771	5
长治县	703	0
长治市	5881	0
汉中市	943	0
长汀县	425	0
门市部	1	17952
长沙县	412	0
推广部	0	562
展销部	0	579
常山县	850	0
永兴县	485	0
咨询部	0	671
成都市	8633	3
推广站	0	5412
阿坝州	261	0
电白县	406	0
防城港	317	0
阜宁县	448	1
度假村	2	419
常州市	19961	1
阳城县	1084	0
财务部	0	347
四会市	286	0
电瓷厂	0	216
市政府	0	791
鄂尔多斯	222	0
广告部	0	901
康保县	202	0
永嘉县	2260	0
常德市	3312	0
限公司	2	1226
资中县	340	0
杜尔伯特	340	0
巴楚县	204	0
阿克苏	1149	0
平定县	984	0
阳原县	374	0
武汉市	11780	1
喷漆厂	0	228
广安市	820	0
巢湖市	248	0
呼和浩特市	5836	3
阳东县	669	0
应城市	1248	0
贵港市	235	0
闻喜县	866	0
织布厂	0	1047
贵溪市	619	0
电炉厂	0	272
赣榆县	224	0
鸡东县	497	0
泰兴市	3072	0
葫芦岛市	353	1
平度市	275	0
阳信县	295	0
岳阳县	213	0
广州市	77983	6
镇江市	6133	0
长春市	2548	0
阜南县	343	0
武胜县	501	0
陆丰市	1306	0
紫金县	656	0
阿克苏市	803	0
永清县	309	0
唐河县	382	0
综合厂	0	1260
洛南县	247	1
电气厂	0	270
岳阳市	985	1
组委会	2	373
生活馆	0	496
厦门市	8298	0
纺布厂	0	398
综合部	0	531
钢管厂	1	763
贸易部	0	8548
廊坊市	5163	1
开关厂	0	1984
泊头市	2752	0
贸易行	0	2048
厦门鑫	317	0
沧州市	4652	0
长子县	385	0
平昌县	582	0
康宝莱	305	3
电机厂	3	1672
江山市	2604	1
开发区	103	379
武穴市	922	0
开原市	2509	0
维修店	0	334
电梯厂	0	225
维修厂	0	688
开化县	713	0
张北县	340	0
汉川市	725	0
汕尾市	2033	0
缙云县	717	1
指挥部	0	574
石河子市	1140	0
开发部	0	2551
永康市	3058	1
维修队	0	521
钟祥市	1516	0
嘉兴市	8538	0
维修部	0	3242
绥化市	584	0
红安县	212	0
永年县	840	0
绍兴县	5346	0
赣州市	493	0
崇阳县	537	0
老河口市	824	0
财政所	0	866
绍兴市	3468	1
歌舞团	0	241
赤峰市	2653	1
永昌县	433	0
工程处	1	3423
汶川县	207	0
镇平县	283	0
建宁县	315	0
钢球厂	0	387
延安市	1148	0
工程院	1	412
工程队	1	2885
河北省	23685	2
常熟市	1971	0
工程部	0	4950
河南省	26566	1
设计院	3	912
嘉善县	408	0
设计部	0	946
揭东县	290	0
汝州市	1256	0
浦北县	554	0
沙河市	389	0
沙洋县	488	0
电子部	12	199
铝材厂	0	326
喀喇沁旗	246	0
锦州市	943	2
海口市	471	0
海南省	1907	0
南通市	4293	1
新兴县	1321	0
长兴县	338	0
商务部	21	2903
峨眉山市	1020	0
安装队	0	843
南郑县	230	0
浦城县	940	1
河津市	1036	0
许昌县	878	0
克拉玛依	261	2
许昌市	2190	0
武陟县	695	1
瓦房店	596	0
河源市	2603	3
泰来县	236	0
济宁市	2959	1
唐山市	6351	1
新余市	2195	0
海城市	838	0
新乡县	466	0
新丰县	219	0
平顶山市	4275	0
电子厂	0	12968
喀什市	322	0
安装部	0	207
鹤壁市	4065	0
新乡市	12339	0
新乐市	205	0
泉州市	7267	1
岑溪市	624	0
银川市	4914	0
安达市	333	0
岳池县	333	0
鲜花店	0	410
甘孜州	214	0
南雄市	754	0
泰宁县	239	0
合肥市	4031	0
南阳市	5519	1
古蔺县	341	0
米泉市	266	0
派出所	0	540
支公司	0	1592
华阴市	236	0
泰安市	8790	5
铜川市	1032	0
毛织厂	0	309
毛纺厂	1	348
铜山县	205	0
沁水县	358	0
海丰县	1016	0
嵊州市	1700	0
泰州市	9876	1
电信局	0	638
销售部	8	108201
定远县	705	0
沅江市	600	0
水电站	0	241
定边县	480	0
泾川县	216	0
泽州县	953	0
和田市	231	0
泸州市	3665	0
济南市	3949	3
屯留县	292	0
政和县	230	0
济南鑫	208	0
销售点	1	310
宿豫县	201	0
销售科	0	1359
武进市	414	0
销售店	0	352
诸城市	1279	0
响水县	236	0
巩义市	3835	0
生产厂	0	747
定陶县	314	0
七台河市	1346	0
工作室	4	19325
吴忠市	277	0
工业园	3	361
工业局	0	396
气象台	0	438
铁岭市	4643	0
销售处	0	8507
叙永县	569	0
铁岭县	1544	0
江苏省	19948	5
淮南市	4785	0
淮北市	2891	0
安阳县	1933	0
生产部	0	2073
生产队	0	548
安阳市	9104	0
安陆市	989	0
宿迁市	5028	0
电业局	10	334
副食店	4	357
吉林市	4860	1
洪江市	399	1
黎城县	240	0
三亚市	470	0
洪洞县	446	0
钦州市	1947	0
佳木斯市	4494	0
吉林省	11727	2
甘南县	455	0
深圳市	240199	7
粮管所	1	616
实验室	3	580
涿州市	405	0
实验厂	0	385
洪湖市	1164	0
耐火材料厂	0	1874
博罗县	755	0
江西省	17598	19
铸件厂	0	726
黄山区	332	0
工作站	0	3230
淅川县	213	0
黄山市	3862	0
合江县	917	0
证监会	0	214
同江市	322	0
海林市	905	0
东台市	1501	0
玫琳凯	214	3
珠海市	12216	0
义乌市	8250	1
合浦县	772	0
富顺县	959	0
铁力市	449	0
宝鸡市	534	0
业务科	0	255
泗洪县	778	0
和平县	452	0
华蓥市	281	0
工商联	3	392
发电厂	5	478
业务处	0	256
专卖店	0	12258
黄冈市	1142	0
印花厂	0	1052
鹤岗市	2271	0
富阳市	1403	0
工商局	2	410
鹤山市	1073	0
工商所	0	222
工商户	0	478
海安县	629	0
咸宁市	984	0
海宁市	3314	0
业务部	1	46293
海外部	0	229
富锦市	565	0
玻璃店	0	275
浮山县	212	0
咸安区	358	0
古田县	282	0
汨罗市	260	0
吴江市	4709	0
诸暨市	1882	2
射阳县	419	0
玉环县	2211	0
交响乐团	0	280
三元区	209	0
展览部	0	226
抚顺市	6518	0
玉田县	672	0
万全县	248	0
麻城市	648	0
抚顺县	545	0
讷河市	648	0
淄博市	3660	0
招远市	285	0
哈尔滨	19578	8
东兴市	309	0
丹东市	8027	0
简阳市	1420	0
瑞安市	5183	0
个体户	11	293
沾益县	310	0
东光县	474	0
东兴区	232	0
展览会	2	245
峨眉山	257	0
商丘市	2980	0
清丰县	759	0
